Timestamp,C1 [-] (Parametric Roll Advanced 2 to 1),C2 [-] (Parametric Roll Advanced 2 to 1),C3 [-] (Parametric Roll Advanced 2 to 1),CTotal [-] (Parametric Roll Advanced 2 to 1),Parametric Roll Advanced 2 to 1 [-] (Parametric Roll Advanced 2 to 1),Pitch acceleration [deg/s2] (Motion Sensor),Pitch motion [deg] (Motion Sensor),Pitch motion - period [sec] (Motion Sensor),Pitch velocity [deg/s] (Motion Sensor),Roll acceleration [deg/s2] (Motion Sensor),Roll motion [deg] (Motion Sensor),Roll motion - period [sec] (Motion Sensor),Roll velocity [deg/s] (Motion Sensor),X acceleration [m/s2] (Motion Sensor),X motion [m] (Motion Sensor),X velocity [m/s] (Motion Sensor),Y acceleration [m/s2] (Motion Sensor),Y motion [m] (Motion Sensor),Y velocity [m/s] (Motion Sensor),Yaw acceleration [deg/s2] (Motion Sensor),Yaw motion [deg] (Motion Sensor),Yaw velocity [deg/s] (Motion Sensor),Z acceleration [m/s2] (Motion Sensor),Z motion [m] (Motion Sensor),Z velocity [m/s] (Motion Sensor)
2026-03-01 02:45:00,0.04345474,0.16685180,0.49133340,0.01054786,0.00000000,0.25878903,0.21801966,45.48891830,0.12602273,0.28492606,0.54852545,18.03873062,0.19547853,0.00550929,0.05052157,0.03812401,0.10015407,0.07786605,0.05667551,0.28286147,0.13657026,0.15076356,0.00595724,0.01066183,0.00692537
2026-03-01 03:00:00,0.01631943,0.06733333,0.69747758,0.00037901,0.00000000,0.26350644,0.19674303,42.60198975,0.12948231,0.27346122,0.42804721,18.32629967,0.16650240,0.00638598,0.05164955,0.03675944,0.08002748,0.06914086,0.05034139,0.28241593,0.12595946,0.14317089,0.00777363,0.01281661,0.00878492
2026-03-01 03:15:00,0.00828391,0.15307710,0.60572022,0.00255426,0.00000000,0.27160648,0.20433572,40.43206024,0.13169031,0.27537689,0.43534574,17.96252060,0.16719067,0.00726878,0.05461820,0.03864044,0.07953560,0.07379760,0.05247020,0.27660030,0.12789546,0.13852729,0.00708866,0.01219144,0.00829359
2026-03-01 03:30:00,0.05273956,0.15422221,0.31636450,0.00192335,0.00000000,0.27153528,0.23916189,37.35087967,0.13428961,0.28877050,0.29407167,18.59798050,0.14327113,0.00777758,0.05571313,0.04108970,0.04385776,0.05841741,0.04083433,0.26360959,0.11850101,0.13423826,0.00597838,0.00976576,0.00656781
2026-03-01 03:45:00,0.05056936,0.13596980,0.40636691,0.00062781,0.00000000,0.27316284,0.20647669,48.93421173,0.13284823,0.28005317,0.22114655,40.04769897,0.13544148,0.01005341,0.05207255,0.03785779,0.02829622,0.05253854,0.03810750,0.26533419,0.11639895,0.13113201,0.00908271,0.01606246,0.01053123
2026-03-01 04:00:00,0.04592380,0.11288890,0.36120501,0.00055626,0.00000000,0.26918289,0.19811350,45.20343018,0.13196856,0.26751828,0.32653934,18.62430000,0.13983193,0.00821421,0.05038173,0.03564653,0.04958274,0.05774900,0.04133840,0.27875975,0.11355462,0.13330570,0.00804162,0.01285272,0.00879544
2026-03-01 04:15:00,0.02378489,0.16640750,0.45557371,0.00594060,0.00000000,0.26568434,0.21450689,41.30603027,0.13107938,0.27631620,0.65313703,18.38533974,0.20422684,0.00751318,0.05115622,0.03747275,0.11529717,0.08129302,0.06040624,0.27399665,0.11992307,0.14795676,0.00769181,0.01275807,0.00866817
2026-03-01 04:30:00,0.00662410,0.27149519,0.42160270,0.00092465,0.00000000,0.26273462,0.24512725,41.75241852,0.13463505,0.27731618,0.70615226,18.06484032,0.22129165,0.00728539,0.05386484,0.04072201,0.13195579,0.09182335,0.06658220,0.28560835,0.12453149,0.14889596,0.00732559,0.01180668,0.00819906
2026-03-01 04:45:00,0.02737870,0.09488889,0.31391859,0.00029091,0.00000000,0.25776920,0.21478803,32.00970078,0.13100915,0.26752272,0.30354246,17.88952065,0.14046860,0.00553537,0.05480437,0.03926888,0.05064035,0.05758367,0.04066157,0.27739379,0.11751259,0.13605806,0.00559438,0.00688498,0.00487222
2026-03-01 05:00:00,0.04650277,0.09066667,0.37957919,0.00049311,0.00000000,0.27045688,0.20383106,37.37767029,0.13321023,0.26938850,0.23984930,18.01037979,0.13240644,0.00768519,0.05497201,0.03811572,0.03258605,0.05582622,0.03935540,0.27535528,0.12358978,0.13762887,0.00536542,0.00759068,0.00525452
2026-03-01 05:15:00,0.01949294,0.07176183,0.46750921,0.00000264,0.00000000,0.27949083,0.23157644,41.17618942,0.13576750,0.27669421,0.26523530,17.75206947,0.14178705,0.00886561,0.05535150,0.04082975,0.03805407,0.04842906,0.03404076,0.28686604,0.13135611,0.14367935,0.00996057,0.01552966,0.01098125
2026-03-01 05:30:00,0.02709115,0.09109087,0.40149149,0.00049507,0.00000000,0.27179229,0.20447913,50.47338867,0.13266979,0.26971635,0.23408684,31.27750969,0.13500693,0.00832128,0.05201439,0.03774491,0.02688081,0.06022783,0.04323298,0.27157924,0.11912388,0.13286197,0.00991997,0.01759820,0.01205414
2026-03-01 05:45:00,0.02376806,0.14711110,0.32829061,0.00002126,0.00000000,0.27141932,0.22281633,31.31390953,0.13407002,0.26287791,0.21835886,34.15238953,0.13370313,0.00919315,0.05177758,0.03895130,0.01623398,0.05541242,0.04030133,0.27006286,0.11837907,0.13286915,0.00920541,0.01482607,0.01037443
2026-03-01 06:00:00,0.01992225,0.06398578,0.21355540,0.00000290,0.00000000,0.26679185,0.20247488,46.89725113,0.13081545,0.27196342,0.20439409,31.94360924,0.13266994,0.00839875,0.05091476,0.03713069,0.01482211,0.05289072,0.03762257,0.28369036,0.12105853,0.13717477,0.00906435,0.01606125,0.01089620
2026-03-01 06:15:00,0.04206212,0.17977780,0.32867560,0.00013578,0.00000000,0.26911548,0.23695871,46.05641937,0.13074605,0.27879342,0.36333004,18.69577026,0.15557422,0.00759660,0.05282953,0.03979112,0.05790196,0.06164772,0.04412930,0.28463250,0.11890151,0.13596405,0.00794052,0.01210896,0.00863232
2026-03-01 06:30:00,0.03185567,0.19195729,0.33799779,0.00011842,0.00000000,0.26903734,0.20984997,51.17996979,0.13320127,0.28440785,0.21028890,47.26087189,0.13534582,0.00752189,0.05499543,0.03908913,0.01637404,0.05218039,0.03833264,0.27848145,0.11892403,0.13350663,0.01010410,0.01260419,0.01018460
2026-03-01 06:45:00,0.03717116,0.13577780,0.26222581,0.00135958,0.00000000,0.26452482,0.19856408,40.18912125,0.13289659,0.27481160,0.20850320,39.62108994,0.13166513,0.00845692,0.05393557,0.03842177,0.01828911,0.05992980,0.04359255,0.28458107,0.12571356,0.13852517,0.01110354,0.01482528,0.01178003
2026-03-01 07:00:00,0.02189635,0.16751830,0.29891419,0.00129260,0.00000000,0.26775283,0.20332327,36.91212082,0.13108858,0.27878556,0.20364019,44.82152176,0.13133608,0.01072038,0.05265896,0.03824666,0.02696581,0.05761346,0.04390092,0.27905253,0.11683041,0.13240150,0.01370842,0.01910258,0.01521835
2026-03-01 07:15:00,0.02100731,0.15044440,0.36861229,0.00033593,0.00000000,0.27423561,0.23922725,50.63021851,0.13526426,0.27151024,0.22081655,39.21947861,0.13555634,0.00964681,0.05289306,0.04066867,0.02080904,0.06308558,0.04667918,0.28223342,0.12550551,0.13591239,0.01351858,0.02085149,0.01606169
2026-03-01 07:30:00,0.01896521,0.14663410,0.09671100,0.00015350,0.00000000,0.26377663,0.20985560,45.71072006,0.12695152,0.28838184,0.17838190,33.50698090,0.13547857,0.00801126,0.04809659,0.03621351,0.01801725,0.05491301,0.03831300,0.28376085,0.12069035,0.13605085,0.01083279,0.01519336,0.01163504
2026-03-01 07:45:00,0.00102349,0.20755561,0.26471499,0.00005185,0.00000000,0.28240836,0.20358129,40.00355148,0.13189523,0.27924934,0.20313914,41.17404938,0.13504972,0.00811580,0.05283409,0.03811585,0.01710407,0.05532666,0.03970426,0.28299779,0.12281778,0.13781388,0.01064423,0.01500673,0.01158552
2026-03-01 08:00:00,0.05801366,0.04843368,0.16754369,0.00000841,0.00000000,0.27107751,0.19902769,46.21287918,0.12902147,0.27779734,0.19453315,37.64511108,0.13646197,0.00841143,0.04864318,0.03566320,0.02297981,0.05452152,0.03927955,0.26774466,0.11802619,0.12968133,0.01283861,0.01731523,0.01370871
2026-03-01 08:15:00,0.05999845,0.08022222,0.65279871,0.00000288,0.00000000,0.27572507,0.22207743,40.82844162,0.13557798,0.27492237,0.20307083,40.84177017,0.13412122,0.00765743,0.05471642,0.03944350,0.02504915,0.05856611,0.04241591,0.27961698,0.11698341,0.13444301,0.01164102,0.01660877,0.01303923
2026-03-01 08:30:00,0.04451042,0.01644444,0.73454827,0.00000007,0.00000000,0.27836758,0.21174178,45.42898941,0.13377592,0.27854368,0.23897494,17.04014015,0.13864611,0.00770916,0.04840520,0.03625848,0.03519724,0.05720580,0.04110568,0.27270195,0.11632007,0.13125268,0.01139264,0.01519139,0.01193111
2026-03-01 08:45:00,0.05234144,0.00955343,0.66491908,0.00000000,0.00000000,0.26654363,0.20886551,51.60839081,0.13214220,0.27751738,0.24072701,15.31525993,0.14278877,0.00921841,0.05161598,0.03787879,0.03723814,0.06831205,0.04862772,0.27679044,0.11136634,0.13043761,0.01244965,0.01925730,0.01453212
2026-03-01 09:00:00,0.00240969,0.07953788,0.73022592,0.00000623,0.00000000,0.27230898,0.20855972,48.01467896,0.13149185,0.28171125,0.18391901,15.82376957,0.13610369,0.00875834,0.05184996,0.03735081,0.02465269,0.05239866,0.03744274,0.28767523,0.12244769,0.13943735,0.01113576,0.01548612,0.01210230
2026-03-01 09:15:00,0.03306828,0.07755555,0.45248130,0.00002855,0.00000000,0.26329842,0.21751203,41.69029999,0.13126686,0.27339876,0.21557382,46.65028000,0.13667546,0.00795088,0.05568198,0.03973959,0.02676983,0.05384953,0.03924547,0.26995680,0.12109170,0.13046952,0.01204033,0.01664912,0.01305853
2026-03-01 09:30:00,0.04678383,0.03954677,0.39503911,0.00000113,0.00000000,0.26535571,0.20349403,39.20521927,0.12864877,0.26731074,0.21427177,15.72665977,0.13423942,0.01094856,0.04970523,0.03636223,0.03409353,0.06356639,0.04552726,0.28205535,0.11713547,0.13385530,0.01567473,0.02358158,0.01848202
2026-03-01 09:45:00,0.02386877,0.07377778,0.42191520,0.00000007,0.00000000,0.27214098,0.23900332,36.78770065,0.13616212,0.26217788,0.20643428,45.39670181,0.12853158,0.01300739,0.05464113,0.04173306,0.03136548,0.06255033,0.04575602,0.29387385,0.12106913,0.13942486,0.01976439,0.02786163,0.02271514
2026-03-01 10:00:00,0.02812941,0.10575430,0.09739757,0.00000215,0.00000000,0.27534735,0.22238591,54.36592865,0.13718437,0.26606560,0.24512254,37.90135956,0.13563707,0.00920285,0.05953022,0.04179420,0.03325004,0.06115095,0.04476362,0.26746094,0.12172496,0.13106243,0.01275895,0.01728522,0.01384956
2026-03-01 10:15:00,0.01752078,0.06111111,0.17519809,0.00000001,0.00000000,0.26391539,0.22199999,31.90370941,0.13151757,0.29521105,0.29627773,16.15164948,0.16211249,0.00950135,0.05570181,0.04168977,0.04783768,0.06438813,0.04704355,0.27828744,0.11815018,0.13422839,0.01271773,0.01705138,0.01380168
2026-03-01 10:30:00,0.01238312,0.01732948,0.12058140,0.00000117,0.00000000,0.27146673,0.19550991,24.19193077,0.13509639,0.28354767,0.23433021,46.64154053,0.13985279,0.00964172,0.05400660,0.03860782,0.03150635,0.05911321,0.04148216,0.28501725,0.12224793,0.13859990,0.01190377,0.01415821,0.01196052
2026-03-01 10:45:00,0.03876396,0.04866667,0.08461586,0.00042353,0.00000000,0.26686963,0.17890267,36.63817978,0.12823591,0.27529588,0.21546152,15.75492001,0.13699843,0.01043023,0.05098694,0.03594888,0.03819891,0.05456411,0.04023579,0.28231731,0.12312165,0.13950039,0.01426462,0.01745439,0.01470470
2026-03-01 11:00:00,0.01053049,0.15507670,0.38933820,0.00025332,0.00000000,0.27056557,0.20261213,40.58845139,0.13100165,0.29211763,0.20462579,29.28894043,0.14159892,0.00944425,0.04896577,0.03601444,0.03344867,0.05758367,0.04357041,0.29144654,0.12665465,0.14133720,0.01243916,0.01386326,0.01173238
2026-03-01 11:15:00,0.02021408,0.02022222,0.69205970,0.00006270,0.00000000,0.25879148,0.17423028,40.82955933,0.12299642,0.27434173,0.22282447,41.22362900,0.14056881,0.00665261,0.04581091,0.03266780,0.01900759,0.05960754,0.04164827,0.28238636,0.11716972,0.13329095,0.00852935,0.00885442,0.00734931
2026-03-01 11:30:00,0.01187080,0.14507890,0.43128631,0.00001125,0.00000000,0.25917527,0.20495009,51.22795105,0.13191353,0.29311106,0.21523471,51.04924011,0.14258033,0.00922934,0.05357742,0.03838772,0.02361092,0.05998310,0.04436814,0.29459789,0.11455512,0.14034764,0.01592938,0.02088949,0.01737833
2026-03-01 11:45:00,0.01418388,0.07666667,0.31326571,0.00000138,0.00000000,0.27341300,0.21372026,45.66136169,0.13441941,0.26909235,0.20870991,45.67906189,0.13208200,0.00809478,0.05522565,0.03922284,0.02022453,0.05338664,0.04043979,0.27042842,0.12163150,0.13431177,0.01055735,0.01307568,0.01062676
2026-03-01 12:00:00,0.00615337,0.00533215,0.46221170,0.00011542,0.00000000,0.27749127,0.20957908,46.12546158,0.13612099,0.27413642,0.19809282,50.81449127,0.13128273,0.00937062,0.05750790,0.04052105,0.02644838,0.05865457,0.04445244,0.27919626,0.11985800,0.13370465,0.01917226,0.02707807,0.02210763
2026-03-01 12:15:00,0.00849572,0.02999333,0.76622277,0.00000206,0.00000000,0.26590440,0.20272407,34.87704849,0.13120125,0.26652431,0.21245953,43.34112930,0.13574219,0.01082896,0.05497544,0.03931446,0.03891356,0.06307438,0.04714479,0.27912226,0.12202363,0.13728732,0.01702839,0.02330446,0.01881439
2026-03-01 12:30:00,0.02319610,0.02377778,0.86360562,0.00000000,0.00000000,0.27739871,0.19902746,46.30434036,0.13229458,0.27341965,0.21580893,37.03100967,0.13183102,0.00911133,0.04817177,0.03492802,0.02494602,0.05769399,0.04174630,0.27849680,0.11860853,0.13523428,0.01386099,0.01477835,0.01346125
2026-03-01 12:45:00,0.00810559,0.00933126,0.53383893,0.00000085,0.00000000,0.26835862,0.18070242,45.57052994,0.13104515,0.27189013,0.22019166,51.50587082,0.13708900,0.00623078,0.05248014,0.03604977,0.02119802,0.05930851,0.04090262,0.27684695,0.12016127,0.13517548,0.00929685,0.01168938,0.00908993
2026-03-01 13:00:00,0.02309107,0.05800000,0.18231630,0.00000149,0.00000000,0.26625273,0.21814857,46.03300858,0.13215569,0.27519256,0.20294951,56.06264114,0.13287219,0.00633446,0.05471737,0.03977156,0.01851207,0.05241993,0.03782212,0.27516514,0.11523319,0.13451664,0.00907826,0.01029969,0.00868233
2026-03-01 13:15:00,0.08076405,0.06331927,0.87242228,0.00000003,0.00000000,0.25848442,0.19646288,37.54253006,0.12466970,0.27406132,0.22430770,43.46818924,0.13441904,0.00891764,0.04879720,0.03610785,0.02888563,0.06168837,0.04642867,0.28367311,0.11491221,0.13555053,0.01643939,0.02037229,0.01754454
2026-03-01 13:30:00,0.04345842,0.08644444,0.57273018,0.00180087,0.00000000,0.27655518,0.21516174,37.60591888,0.13577406,0.28189954,0.21333057,34.13861847,0.13622014,0.00717442,0.05172578,0.03897891,0.02135381,0.05737805,0.04121083,0.27812034,0.11839962,0.13229494,0.01116383,0.01632459,0.01206584
2026-03-01 13:45:00,0.03779101,0.14907800,0.63792950,0.00413159,0.00000000,0.25775719,0.20178728,40.51369858,0.12551612,0.27462772,0.20857941,45.53422928,0.13361102,0.00646810,0.04597859,0.03477008,0.01609230,0.05355655,0.03928471,0.28850225,0.12086984,0.13845244,0.00907675,0.00985881,0.00815028
2026-03-01 14:00:00,0.06144948,0.00000000,0.99652892,0.00000000,0.00000000,0.26896206,0.20641845,55.58491898,0.13268241,0.27522573,0.20920466,31.15587044,0.13528796,0.00561712,0.05108105,0.03661249,0.01877316,0.05255514,0.03815063,0.28305811,0.11868464,0.13620271,0.00626282,0.00708205,0.00549906
2026-03-01 14:15:00,0.02597830,0.11730730,0.63188988,0.00000011,0.00000000,0.27918333,0.22177248,33.54605865,0.13700619,0.27616405,0.21324140,36.59854889,0.13606323,0.00611307,0.05305769,0.04037676,0.01715839,0.05438811,0.03862925,0.27626544,0.13098508,0.13713771,0.00706172,0.00826637,0.00611282
2026-03-01 14:30:00,0.00173272,0.20688890,0.18801470,0.00000000,0.00000000,0.25857216,0.19939660,38.45283127,0.12788203,0.28144658,0.23564108,47.59566879,0.13995442,0.00634313,0.05312010,0.03718002,0.01763725,0.05442869,0.03955060,0.28309846,0.12243335,0.13850972,0.00662492,0.00874807,0.00618708
2026-03-01 14:45:00,0.04757277,0.01821817,0.80763870,0.00000000,0.00000000,0.26840407,0.21713980,42.21588135,0.13218801,0.27275592,0.21524696,55.87054825,0.13443322,0.00580108,0.05107643,0.03770280,0.01950859,0.05518894,0.03852579,0.28779772,0.12441452,0.13891700,0.00748389,0.01032261,0.00757062
2026-03-01 15:00:00,0.04509522,0.01244168,0.83356601,0.00013500,0.00000000,0.26615438,0.21337041,36.59091949,0.13321488,0.27273646,0.20196262,28.81718063,0.13685724,0.00489501,0.05396217,0.03939740,0.01902847,0.05488788,0.03902171,0.28680760,0.11378582,0.13590215,0.00701105,0.00836749,0.00620091
