Timestamp,C1 [-] (Parametric Roll Advanced 2 to 1),C2 [-] (Parametric Roll Advanced 2 to 1),C3 [-] (Parametric Roll Advanced 2 to 1),CTotal [-] (Parametric Roll Advanced 2 to 1),Parametric Roll Advanced 2 to 1 [-] (Parametric Roll Advanced 2 to 1),Pitch acceleration [deg/s2] (Motion Sensor),Pitch motion [deg] (Motion Sensor),Pitch motion - period [sec] (Motion Sensor),Pitch velocity [deg/s] (Motion Sensor),Roll acceleration [deg/s2] (Motion Sensor),Roll motion [deg] (Motion Sensor),Roll motion - period [sec] (Motion Sensor),Roll velocity [deg/s] (Motion Sensor),X acceleration [m/s2] (Motion Sensor),X motion [m] (Motion Sensor),X velocity [m/s] (Motion Sensor),Y acceleration [m/s2] (Motion Sensor),Y motion [m] (Motion Sensor),Y velocity [m/s] (Motion Sensor),Yaw acceleration [deg/s2] (Motion Sensor),Yaw motion [deg] (Motion Sensor),Yaw velocity [deg/s] (Motion Sensor),Z acceleration [m/s2] (Motion Sensor),Z motion [m] (Motion Sensor),Z velocity [m/s] (Motion Sensor)
2026-03-01 09:00:00,0.09790627,0.22039551,0.36652181,0.00196854,0.00000000,0.19648673,0.39210126,8.31536674,0.21518341,0.17579338,0.66554475,29.21532059,0.18358855,0.16150209,0.27878380,0.17625584,0.19669367,0.38114208,0.23720613,0.13036515,0.16157201,0.11793741,0.31528991,0.86713260,0.51489717
2026-03-01 09:15:00,0.05450800,0.36111110,0.36969939,0.00117327,0.00000000,0.21051723,0.42462307,8.68908882,0.22940563,0.16956560,0.64231443,29.79973984,0.17853342,0.17105448,0.28732890,0.18501312,0.18080723,0.35955653,0.21984302,0.12969498,0.16097690,0.11779180,0.29885080,0.81541562,0.48629537
2026-03-01 09:30:00,0.06684016,0.24638970,0.47521400,0.00222750,0.00000000,0.20118453,0.39926398,8.14743328,0.21674781,0.16289817,0.63616967,30.55110931,0.17055243,0.16241908,0.26262242,0.17161907,0.16498126,0.24551266,0.16035575,0.12822345,0.16011120,0.11680738,0.21749905,0.53128153,0.32986912
2026-03-01 09:45:00,0.07703784,0.30511111,0.35444459,0.00105799,0.00000000,0.21126719,0.41766804,6.72220802,0.22585468,0.17115372,0.53198832,30.76292992,0.17565450,0.17592323,0.29401410,0.19219226,0.15531076,0.24293348,0.16103140,0.13063033,0.15795939,0.11411908,0.24933371,0.65183789,0.39407513
2026-03-01 10:00:00,0.19833590,0.18177781,0.43267700,0.01388410,0.00000000,0.19792889,0.39688420,7.46362114,0.21072268,0.16221096,0.60972798,29.18922997,0.18662490,0.16768493,0.28624666,0.18501875,0.16585352,0.23565848,0.15994063,0.13131461,0.16088201,0.11565047,0.27626187,0.71483278,0.43594745
2026-03-01 10:15:00,0.07834672,0.18307041,0.38575590,0.00057971,0.00000000,0.22016871,0.43171111,8.17263699,0.23680042,0.17668541,0.70385200,27.89957047,0.20223519,0.18329382,0.30654761,0.19897977,0.18527448,0.27780819,0.18043122,0.13828082,0.17469902,0.12762760,0.26756364,0.70291543,0.42479131
2026-03-01 10:30:00,0.12577400,0.29533330,0.36327410,0.00230291,0.00000000,0.22196715,0.44877249,7.47260618,0.24407262,0.16185893,0.61528951,29.38165092,0.17390911,0.18604486,0.32659534,0.20658000,0.16883701,0.26790690,0.17402044,0.12773305,0.15841916,0.11525684,0.25020412,0.65106493,0.39510667
2026-03-01 10:45:00,0.12923740,0.21688890,0.43108371,0.00046181,0.00000000,0.20767698,0.41906181,8.13298988,0.22741525,0.16037296,0.56859928,29.15489960,0.16708457,0.17172949,0.29691249,0.18844926,0.15947023,0.22808674,0.15225957,0.12452561,0.15461694,0.11184594,0.23863500,0.61922115,0.37536615
2026-03-01 11:00:00,0.09063167,0.27200001,0.39332879,0.00396060,0.00000000,0.21912813,0.42127603,7.59205198,0.23397288,0.16974321,0.63778895,28.64347076,0.18333982,0.18067254,0.30800441,0.19926308,0.18086779,0.29809511,0.19429708,0.12979434,0.16269298,0.11814445,0.29478416,0.76799595,0.46801293
2026-03-01 11:15:00,0.06391139,0.38280380,0.38262111,0.00629589,0.00000000,0.23238498,0.48452029,7.44038916,0.25528532,0.17981669,0.58311063,28.77828979,0.18708535,0.20106785,0.33646616,0.22001466,0.17746799,0.32185191,0.20252359,0.13268518,0.16078711,0.11771324,0.28283617,0.72738940,0.44419378
2026-03-01 11:30:00,0.09895683,0.27577779,0.43198311,0.01044354,0.00000000,0.22793821,0.46025047,7.21902800,0.24802911,0.17612633,0.64822465,27.65987015,0.18960764,0.19209673,0.31918162,0.20887080,0.18254824,0.32089296,0.20127580,0.14018637,0.17867652,0.12946138,0.29209068,0.77247173,0.46561721
2026-03-01 11:45:00,0.08843831,0.21955560,0.38062671,0.00056136,0.00000000,0.23451620,0.48219481,9.04471874,0.25876486,0.17260760,0.80212843,28.89056969,0.19945414,0.19580725,0.33043468,0.21233553,0.20947023,0.38866517,0.24036577,0.13599090,0.17382377,0.12782392,0.34654632,0.94203967,0.56290525
2026-03-01 12:00:00,0.13295840,0.25083321,0.46077880,0.00412635,0.00000000,0.23438162,0.50185078,8.58676910,0.26453641,0.17182881,0.55264366,33.21789169,0.17327869,0.19672303,0.33105892,0.21142861,0.17886928,0.38479942,0.23450953,0.12934603,0.16019417,0.11375238,0.31631866,0.85515887,0.51043749
